model,condition,task,adherence,override_resistance,trial
mistralai/Mistral-7B-Instruct-v0.2,C1,T2,0.35,,385
mistralai/Mistral-7B-Instruct-v0.2,C1,T2,0.65,,386
mistralai/Mistral-7B-Instruct-v0.2,C1,T2,0.8,,387
mistralai/Mistral-7B-Instruct-v0.2,C1,T2,0.8,,388
mistralai/Mistral-7B-Instruct-v0.2,C1,T2,0.35,,389
mistralai/Mistral-7B-Instruct-v0.2,C1,T2,0.5,,390
mistralai/Mistral-7B-Instruct-v0.2,C1,T2,0.85,,391
mistralai/Mistral-7B-Instruct-v0.2,C1,T2,0.4,,392
mistralai/Mistral-7B-Instruct-v0.2,C1,T2,0.75,,393
mistralai/Mistral-7B-Instruct-v0.2,C1,T2,0.75,,394
mistralai/Mistral-7B-Instruct-v0.2,C1,T2,0.55,,395
mistralai/Mistral-7B-Instruct-v0.2,C1,T2,0.55,,396
mistralai/Mistral-7B-Instruct-v0.2,C1,T2,0.5333333333333333,,397
mistralai/Mistral-7B-Instruct-v0.2,C1,T2,0.6,,398
mistralai/Mistral-7B-Instruct-v0.2,C1,T2,0.8,,399
mistralai/Mistral-7B-Instruct-v0.2,C1,T2,0.6,,400
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6,,401
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,402
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.8666666666666666,,403
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6,,404
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.8666666666666666,,405
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,406
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6,,407
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4666666666666666,,408
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.5333333333333333,,409
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6,,410
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4666666666666666,,411
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6,,412
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6,,413
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,414
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6666666666666666,,415
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.7333333333333333,,416
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6,,417
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,418
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4666666666666666,,419
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6666666666666666,,420
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6,,421
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.5333333333333333,,422
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,423
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.5333333333333333,,424
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,425
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.3333333333333333,,426
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6666666666666666,,427
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6,,428
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6,,429
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6666666666666666,,430
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,431
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6,,432
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,433
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6,,434
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,435
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.8,,436
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4666666666666666,,437
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,438
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6,,439
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,440
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6,,441
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.8,,442
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6,,443
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,444
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,445
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.5333333333333333,,446
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,447
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,448
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.5333333333333333,,449
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6666666666666666,,450
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6666666666666666,,451
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.5333333333333333,,452
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,453
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,454
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4666666666666666,,455
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,456
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4666666666666666,,457
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,458
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.7333333333333333,,459
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4666666666666666,,460
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6666666666666666,,461
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,462
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4666666666666666,,463
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,464
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6666666666666666,,465
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6666666666666666,,466
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,467
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,468
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.8666666666666666,,469
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6666666666666666,,470
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6666666666666666,,471
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6666666666666666,,472
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4666666666666666,,473
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4666666666666666,,474
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,475
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4666666666666666,,476
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,1.0,,477
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4666666666666666,,478
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,479
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.7333333333333333,,480
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6666666666666666,,481
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6,,482
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,483
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4666666666666666,,484
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,485
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4666666666666666,,486
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.5333333333333333,,487
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,488
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,489
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.5333333333333333,,490
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.6,,491
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4666666666666666,,492
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.5333333333333333,,493
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,494
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.5333333333333333,,495
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,496
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,497
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4,,498
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.8666666666666666,,499
mistralai/Mistral-7B-Instruct-v0.2,C2,T1,0.4666666666666666,,500
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,501
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,502
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,503
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,504
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,505
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,506
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,507
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,508
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,509
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,510
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,511
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,512
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.36666666666666664,,513
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,514
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,515
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,516
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,517
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,518
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,519
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,520
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,521
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,522
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,523
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,524
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,525
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.36666666666666664,,526
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,527
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,528
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,529
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,530
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,531
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,532
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,533
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,534
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3,,535
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,536
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,537
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,538
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,539
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,540
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,541
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,542
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.36666666666666664,,543
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,544
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,545
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,546
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,547
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,548
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,549
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,550
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,551
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,552
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,553
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,554
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,555
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.36666666666666664,,556
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,557
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,558
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,559
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,560
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,561
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,562
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,563
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,564
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,565
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,566
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,567
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,568
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,569
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,570
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,571
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,572
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,573
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,574
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,575
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,576
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,577
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,578
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,579
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,580
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,581
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,582
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,583
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,584
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,585
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,586
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,587
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,588
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,589
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,590
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,591
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.36666666666666664,,592
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,593
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,594
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,595
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,596
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,597
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,598
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,599
mistralai/Mistral-7B-Instruct-v0.2,C2,T2,0.3333333333333333,,600
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6666666666666666,,601
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.7333333333333333,,602
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.7333333333333333,,603
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,604
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,605
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,606
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,607
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.7333333333333333,,608
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.7333333333333333,,609
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,610
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,611
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6666666666666666,,612
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,613
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8666666666666666,,614
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.7333333333333333,,615
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.7333333333333333,,616
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6666666666666666,,617
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8666666666666666,,618
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.9333333333333333,,619
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,620
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,621
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,622
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,623
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,624
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,625
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,626
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,627
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,628
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.7333333333333333,,629
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6666666666666666,,630
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,631
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,632
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,633
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,634
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6666666666666666,,635
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,636
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,637
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.7333333333333333,,638
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,639
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,640
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,1.0,,641
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.7333333333333333,,642
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,643
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,644
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,645
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,646
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,647
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,648
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.7333333333333333,,649
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,650
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.7333333333333333,,651
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,652
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,653
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.7333333333333333,,654
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,655
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,657
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.7333333333333333,,658
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,659
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6666666666666666,,660
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6666666666666666,,661
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,662
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,663
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,664
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.9333333333333333,,665
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.7333333333333333,,666
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,667
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,668
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,669
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,670
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,671
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,672
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,673
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,674
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,675
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,676
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,677
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.5333333333333333,,678
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,679
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.7333333333333333,,680
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,681
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.7333333333333333,,682
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,683
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,684
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6666666666666666,,685
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.7333333333333333,,686
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,687
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,688
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,689
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.7333333333333333,,690
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6,,691
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6666666666666666,,692
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.9333333333333333,,693
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.7333333333333333,,694
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6666666666666666,,695
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,696
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.7333333333333333,,697
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.8,,698
mistralai/Mistral-7B-Instruct-v0.2,C3,T1,0.6666666666666666,,700
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,701
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,702
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,703
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,704
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,705
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,706
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,707
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,708
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,709
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,710
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,711
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,712
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,713
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,714
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,715
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,716
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,717
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,718
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,719
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,720
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,721
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,722
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,723
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,724
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,725
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,726
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,727
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,728
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,729
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,730
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,731
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,732
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,733
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,734
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,735
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,736
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.5,,737
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,738
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,739
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,740
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,741
mistralai/Mistral-7B-Instruct-v0.2,C3,T2,0.4666666666666666,,742
